store_group,article_id,valid_from,valid_to
SG_METRO_12,ART00499,2024-11-23,2099-12-31
SG_METRO_24,ART00499,2024-03-02,2099-12-31
SG_HWY_02,ART00499,2026-02-23,2099-12-31
SG_HWY_10,ART00499,2026-04-03,2099-12-31
SG_REGIONAL_05,ART00499,2025-04-15,2099-12-31
SG_REGIONAL_25,ART00499,2023-09-18,2099-12-31
SG_METRO_20,ART00499,2026-03-26,2099-12-31
SG_METRO_28,ART00499,2026-02-03,2099-12-31
SG_CBD_39,ART00499,2024-11-25,2099-12-31
SG_METRO_32,ART00499,2024-05-26,2099-12-31
SG_METRO_08,ART00499,2023-11-12,2099-12-31
SG_REGIONAL_37,ART00499,2024-08-16,2099-12-31
SG_CBD_35,ART00499,2024-02-19,2099-12-31
SG_HWY_06,ART00499,2025-03-06,2099-12-31
SG_METRO_16,ART00499,2025-10-08,2099-12-31
SG_REGIONAL_21,ART00499,2026-04-28,2099-12-31
SG_CBD_03,ART00499,2023-11-05,2099-12-31
SG_METRO_36,ART00499,2024-09-01,2099-12-31
SG_METRO_00,ART00499,2023-07-31,2099-12-31
SG_METRO_04,ART00499,2024-11-24,2099-12-31
SG_REGIONAL_09,ART00499,2025-08-30,2099-12-31
SG_REGIONAL_33,ART00499,2023-06-17,2099-12-31
SG_HWY_18,ART00499,2023-11-17,2099-12-31
SG_HWY_14,ART00499,2025-07-26,2099-12-31
SG_REGIONAL_01,ART00499,2025-05-06,2099-12-31
SG_REGIONAL_13,ART00499,2024-02-07,2099-12-31
SG_CBD_35,ART00500,2025-11-21,2099-12-31
SG_HWY_14,ART00500,2024-02-07,2099-12-31
SG_METRO_20,ART00500,2025-08-03,2099-12-31
SG_REGIONAL_17,ART00500,2023-07-01,2099-12-31
SG_REGIONAL_13,ART00500,2023-03-01,2099-12-31
SG_HWY_18,ART00500,2024-05-16,2099-12-31
SG_HWY_26,ART00500,2023-02-17,2099-12-31
SG_REGIONAL_21,ART00500,2025-10-15,2099-12-31
SG_CBD_27,ART00500,2024-03-02,2099-12-31
SG_CBD_07,ART00500,2025-08-28,2099-12-31
SG_METRO_32,ART00500,2023-09-25,2099-12-31
SG_HWY_34,ART00500,2025-02-16,2099-12-31
SG_METRO_00,ART00500,2023-05-01,2099-12-31
SG_CBD_39,ART00500,2025-08-23,2099-12-31
SG_REGIONAL_25,ART00500,2023-12-07,2099-12-31
SG_CBD_03,ART00500,2023-01-09,2099-12-31
SG_METRO_12,ART00500,2023-07-15,2099-12-31
SG_METRO_36,ART00500,2024-07-14,2099-12-31
SG_METRO_04,ART00500,2026-01-03,2099-12-31
SG_REGIONAL_09,ART00500,2025-05-17,2099-12-31
SG_METRO_28,ART00500,2025-09-14,2099-12-31
SG_CBD_15,ART00500,2026-02-08,2099-12-31
SG_HWY_30,ART00500,2023-02-09,2099-12-31
SG_HWY_02,ART00500,2026-02-12,2099-12-31
SG_REGIONAL_33,ART00500,2023-10-14,2099-12-31
SG_REGIONAL_01,ART00500,2025-03-02,2099-12-31
SG_REGIONAL_05,ART00500,2024-07-17,2099-12-31
SG_METRO_24,ART00500,2026-03-21,2099-12-31
SG_HWY_10,ART00500,2024-03-01,2099-12-31
SG_METRO_08,ART00500,2023-08-30,2099-12-31
SG_HWY_38,ART00500,2023-09-27,2099-12-31
SG_REGIONAL_37,ART00500,2023-09-08,2099-12-31
SG_HWY_06,ART00500,2024-08-07,2099-12-31
SG_METRO_12,ART00501,2025-07-31,2099-12-31
SG_REGIONAL_37,ART00501,2023-10-12,2099-12-31
SG_CBD_19,ART00501,2026-04-13,2099-12-31
SG_METRO_28,ART00501,2026-04-20,2099-12-31
SG_REGIONAL_25,ART00501,2024-09-07,2099-12-31
SG_CBD_11,ART00501,2023-01-24,2099-12-31
SG_METRO_20,ART00501,2024-03-16,2099-12-31
SG_REGIONAL_17,ART00501,2025-03-20,2099-12-31
SG_REGIONAL_09,ART00501,2026-03-18,2099-12-31
SG_CBD_23,ART00501,2024-06-21,2099-12-31
SG_HWY_18,ART00501,2025-11-01,2099-12-31
SG_HWY_26,ART00501,2023-06-13,2099-12-31
SG_REGIONAL_33,ART00501,2023-08-13,2099-12-31
SG_REGIONAL_05,ART00501,2024-01-07,2099-12-31
SG_CBD_39,ART00501,2025-04-27,2099-12-31
SG_HWY_22,ART00501,2025-02-23,2099-12-31
SG_CBD_31,ART00501,2024-08-21,2099-12-31
SG_HWY_34,ART00501,2026-03-07,2099-12-31
SG_CBD_35,ART00501,2025-07-31,2099-12-31
SG_HWY_06,ART00501,2023-07-01,2099-12-31
SG_CBD_27,ART00501,2025-04-19,2099-12-31
SG_CBD_03,ART00501,2025-07-13,2099-12-31
SG_REGIONAL_01,ART00502,2025-09-02,2099-12-31
SG_HWY_26,ART00502,2025-05-08,2099-12-31
SG_CBD_35,ART00502,2025-09-14,2099-12-31
SG_HWY_14,ART00502,2024-02-25,2099-12-31
SG_REGIONAL_13,ART00502,2024-07-14,2099-12-31
SG_REGIONAL_21,ART00502,2025-12-28,2099-12-31
SG_METRO_36,ART00502,2023-07-25,2099-12-31
SG_CBD_07,ART00502,2024-07-30,2099-12-31
SG_HWY_02,ART00502,2023-04-04,2099-12-31
SG_CBD_03,ART00502,2026-02-27,2099-12-31
SG_METRO_12,ART00502,2026-01-22,2099-12-31
SG_HWY_30,ART00502,2024-06-27,2099-12-31
SG_REGIONAL_05,ART00502,2023-07-01,2099-12-31
SG_CBD_11,ART00502,2023-05-08,2099-12-31
SG_REGIONAL_25,ART00502,2023-05-26,2099-12-31
SG_METRO_24,ART00502,2025-06-08,2099-12-31
SG_HWY_18,ART00502,2025-10-07,2099-12-31
SG_METRO_00,ART00502,2024-03-19,2099-12-31
SG_METRO_28,ART00502,2023-03-19,2099-12-31
SG_REGIONAL_29,ART00502,2023-06-01,2099-12-31
SG_METRO_32,ART00502,2024-05-29,2099-12-31
SG_CBD_23,ART00502,2026-01-19,2099-12-31
SG_METRO_08,ART00502,2023-07-06,2099-12-31
SG_CBD_39,ART00502,2023-08-01,2099-12-31
SG_CBD_31,ART00502,2025-03-31,2099-12-31
SG_HWY_34,ART00502,2023-01-22,2099-12-31
SG_REGIONAL_33,ART00502,2024-08-02,2099-12-31
SG_REGIONAL_37,ART00502,2026-03-30,2099-12-31
SG_METRO_04,ART00502,2026-04-23,2099-12-31
SG_HWY_38,ART00502,2023-06-20,2099-12-31
SG_METRO_20,ART00502,2023-02-21,2099-12-31
SG_CBD_19,ART00503,2023-03-09,2099-12-31
SG_HWY_10,ART00503,2023-05-29,2099-12-31
SG_HWY_02,ART00503,2023-03-23,2099-12-31
SG_REGIONAL_09,ART00503,2024-05-19,2099-12-31
SG_REGIONAL_33,ART00503,2024-08-20,2099-12-31
SG_HWY_26,ART00503,2023-10-23,2099-12-31
SG_HWY_34,ART00503,2023-09-07,2099-12-31
SG_CBD_07,ART00503,2024-02-15,2099-12-31
SG_REGIONAL_25,ART00503,2024-06-12,2099-12-31
SG_REGIONAL_29,ART00503,2025-10-24,2099-12-31
SG_REGIONAL_17,ART00503,2024-11-05,2099-12-31
SG_CBD_35,ART00504,2026-01-18,2099-12-31
SG_METRO_16,ART00504,2025-02-21,2099-12-31
SG_REGIONAL_09,ART00504,2023-05-01,2099-12-31
SG_CBD_03,ART00504,2023-06-13,2099-12-31
SG_REGIONAL_13,ART00504,2024-10-25,2099-12-31
SG_METRO_20,ART00504,2025-09-11,2099-12-31
SG_METRO_12,ART00504,2023-07-22,2099-12-31
SG_METRO_04,ART00504,2023-06-26,2099-12-31
SG_CBD_27,ART00504,2025-10-11,2099-12-31
SG_REGIONAL_01,ART00504,2023-08-26,2099-12-31
SG_HWY_22,ART00504,2024-02-21,2099-12-31
SG_CBD_15,ART00504,2023-10-04,2099-12-31
SG_HWY_18,ART00504,2023-07-20,2099-12-31
SG_REGIONAL_21,ART00504,2026-04-08,2099-12-31
SG_METRO_36,ART00504,2024-09-25,2099-12-31
SG_METRO_28,ART00504,2023-02-03,2099-12-31
SG_CBD_31,ART00504,2023-10-05,2099-12-31
SG_REGIONAL_25,ART00504,2024-09-13,2099-12-31
SG_HWY_06,ART00504,2025-08-08,2099-12-31
SG_METRO_00,ART00505,2023-05-27,2099-12-31
SG_HWY_10,ART00505,2024-05-04,2099-12-31
SG_REGIONAL_33,ART00505,2026-02-08,2099-12-31
SG_CBD_35,ART00505,2023-06-13,2099-12-31
SG_REGIONAL_05,ART00505,2023-03-18,2099-12-31
SG_HWY_18,ART00505,2025-10-19,2099-12-31
SG_METRO_36,ART00505,2024-09-09,2099-12-31
SG_CBD_07,ART00505,2023-08-16,2099-12-31
SG_METRO_08,ART00505,2025-02-15,2099-12-31
SG_HWY_26,ART00505,2023-09-08,2099-12-31
SG_REGIONAL_17,ART00505,2026-03-28,2099-12-31
SG_HWY_14,ART00505,2024-08-09,2099-12-31
SG_CBD_27,ART00505,2023-12-13,2099-12-31
SG_METRO_20,ART00505,2024-05-25,2099-12-31
SG_REGIONAL_09,ART00505,2023-11-07,2099-12-31
SG_HWY_38,ART00505,2023-09-01,2099-12-31
SG_METRO_04,ART00505,2024-12-14,2099-12-31
SG_CBD_15,ART00505,2024-08-04,2099-12-31
SG_HWY_02,ART00505,2023-04-09,2099-12-31
SG_CBD_19,ART00505,2023-06-05,2099-12-31
SG_HWY_06,ART00505,2024-05-01,2099-12-31
SG_REGIONAL_13,ART00505,2023-06-18,2099-12-31
SG_HWY_22,ART00505,2024-11-18,2099-12-31
SG_METRO_16,ART00505,2024-03-22,2099-12-31
SG_CBD_11,ART00505,2024-11-09,2099-12-31
SG_METRO_32,ART00505,2023-04-16,2099-12-31
SG_HWY_30,ART00505,2025-04-21,2099-12-31
SG_CBD_23,ART00505,2025-06-06,2099-12-31
SG_HWY_34,ART00505,2024-01-15,2099-12-31
SG_CBD_03,ART00505,2025-03-06,2099-12-31
SG_REGIONAL_25,ART00505,2023-05-17,2099-12-31
SG_CBD_35,ART00507,2025-12-12,2099-12-31
SG_METRO_16,ART00507,2025-01-05,2099-12-31
SG_HWY_22,ART00507,2025-05-22,2099-12-31
SG_REGIONAL_21,ART00507,2025-03-10,2099-12-31
SG_HWY_10,ART00507,2024-08-01,2099-12-31
SG_METRO_20,ART00507,2025-11-03,2099-12-31
SG_CBD_11,ART00507,2026-03-13,2099-12-31
SG_CBD_31,ART00507,2024-03-28,2099-12-31
SG_CBD_19,ART00507,2023-04-30,2099-12-31
SG_METRO_28,ART00507,2023-03-04,2099-12-31
SG_HWY_02,ART00507,2025-01-26,2099-12-31
SG_METRO_00,ART00507,2023-08-06,2099-12-31
SG_METRO_04,ART00507,2026-04-25,2099-12-31
SG_HWY_34,ART00507,2024-11-28,2099-12-31
SG_REGIONAL_33,ART00507,2025-06-05,2099-12-31
SG_REGIONAL_09,ART00507,2025-07-13,2099-12-31
SG_CBD_15,ART00507,2024-12-13,2099-12-31
SG_REGIONAL_29,ART00507,2025-04-03,2099-12-31
SG_HWY_14,ART00507,2024-03-02,2099-12-31
SG_HWY_18,ART00507,2025-01-18,2099-12-31
SG_REGIONAL_17,ART00507,2025-01-15,2099-12-31
SG_METRO_08,ART00507,2025-10-30,2099-12-31
SG_HWY_38,ART00507,2024-08-29,2099-12-31
SG_REGIONAL_09,ART00509,2023-01-11,2099-12-31
SG_CBD_11,ART00509,2023-01-08,2099-12-31
SG_METRO_28,ART00509,2025-04-23,2099-12-31
SG_REGIONAL_05,ART00509,2025-04-17,2099-12-31
SG_REGIONAL_29,ART00509,2026-01-13,2099-12-31
SG_CBD_39,ART00509,2023-05-01,2099-12-31
SG_METRO_24,ART00509,2024-07-10,2099-12-31
SG_REGIONAL_25,ART00509,2023-07-25,2099-12-31
SG_METRO_08,ART00509,2025-09-22,2099-12-31
SG_REGIONAL_33,ART00509,2023-10-05,2099-12-31
SG_METRO_20,ART00509,2026-01-03,2099-12-31
SG_HWY_38,ART00509,2023-10-16,2099-12-31
SG_METRO_12,ART00509,2023-01-16,2099-12-31
SG_REGIONAL_37,ART00509,2025-08-24,2099-12-31
SG_METRO_00,ART00509,2025-04-14,2099-12-31
SG_CBD_31,ART00509,2023-12-12,2099-12-31
SG_CBD_27,ART00509,2024-01-29,2099-12-31
SG_METRO_32,ART00509,2025-10-24,2099-12-31
SG_CBD_15,ART00509,2023-08-16,2099-12-31
SG_HWY_22,ART00509,2023-09-07,2099-12-31
SG_REGIONAL_01,ART00509,2024-12-20,2099-12-31
SG_HWY_02,ART00509,2023-11-27,2099-12-31
SG_HWY_34,ART00509,2023-10-14,2099-12-31
SG_HWY_30,ART00509,2024-04-14,2099-12-31
SG_CBD_03,ART00509,2023-10-20,2099-12-31
SG_REGIONAL_13,ART00509,2026-02-04,2099-12-31
SG_REGIONAL_21,ART00509,2023-10-31,2099-12-31
SG_CBD_35,ART00509,2024-01-06,2099-12-31
SG_HWY_06,ART00509,2023-12-25,2099-12-31
SG_METRO_16,ART00509,2026-02-12,2099-12-31
SG_HWY_26,ART00509,2023-11-14,2099-12-31
SG_HWY_18,ART00509,2024-08-04,2099-12-31
SG_METRO_04,ART00509,2023-01-27,2099-12-31
SG_CBD_23,ART00509,2026-01-02,2099-12-31
SG_METRO_36,ART00509,2024-07-22,2099-12-31
SG_CBD_07,ART00509,2025-08-22,2099-12-31
SG_HWY_14,ART00509,2024-10-31,2099-12-31
SG_REGIONAL_17,ART00509,2023-11-15,2099-12-31
SG_METRO_12,ART00510,2025-06-26,2099-12-31
SG_HWY_22,ART00510,2023-10-26,2099-12-31
SG_REGIONAL_37,ART00510,2023-12-04,2099-12-31
SG_CBD_19,ART00510,2025-12-22,2099-12-31
SG_HWY_02,ART00510,2026-04-27,2099-12-31
SG_METRO_00,ART00510,2023-09-26,2099-12-31
SG_REGIONAL_17,ART00510,2023-01-16,2099-12-31
SG_REGIONAL_05,ART00510,2025-06-13,2099-12-31
SG_CBD_35,ART00510,2024-08-15,2099-12-31
SG_CBD_23,ART00510,2023-08-29,2099-12-31
SG_METRO_24,ART00510,2025-01-06,2099-12-31
SG_REGIONAL_33,ART00510,2025-09-29,2099-12-31
SG_METRO_08,ART00510,2026-02-13,2099-12-31
SG_HWY_14,ART00510,2023-03-25,2099-12-31
SG_METRO_36,ART00510,2025-08-09,2099-12-31
SG_CBD_03,ART00510,2025-12-09,2099-12-31
SG_CBD_07,ART00510,2024-05-07,2099-12-31
SG_CBD_11,ART00510,2023-03-01,2099-12-31
SG_REGIONAL_29,ART00510,2023-09-19,2099-12-31
SG_REGIONAL_21,ART00510,2026-01-11,2099-12-31
SG_HWY_30,ART00510,2023-02-05,2099-12-31
SG_HWY_38,ART00510,2023-05-30,2099-12-31
SG_HWY_34,ART00510,2023-02-18,2099-12-31
SG_HWY_10,ART00510,2024-09-06,2099-12-31
SG_HWY_06,ART00510,2023-07-29,2099-12-31
SG_METRO_32,ART00510,2024-08-12,2099-12-31
SG_REGIONAL_21,ART00511,2023-07-19,2099-12-31
SG_CBD_15,ART00511,2024-03-30,2099-12-31
SG_CBD_19,ART00511,2025-06-29,2099-12-31
SG_METRO_04,ART00511,2024-05-28,2099-12-31
SG_CBD_39,ART00511,2024-05-05,2099-12-31
SG_METRO_08,ART00511,2025-04-04,2099-12-31
SG_METRO_32,ART00511,2026-03-25,2099-12-31
SG_HWY_06,ART00511,2023-01-29,2099-12-31
SG_METRO_16,ART00511,2024-10-15,2099-12-31
SG_REGIONAL_09,ART00511,2024-11-10,2099-12-31
SG_HWY_38,ART00511,2026-02-05,2099-12-31
SG_REGIONAL_17,ART00511,2024-10-23,2099-12-31
SG_REGIONAL_13,ART00511,2024-12-06,2099-12-31
SG_REGIONAL_25,ART00511,2025-10-06,2099-12-31
SG_HWY_14,ART00511,2025-02-01,2099-12-31
SG_HWY_30,ART00511,2026-04-28,2099-12-31
SG_CBD_23,ART00511,2026-03-17,2099-12-31
SG_METRO_20,ART00511,2024-09-18,2099-12-31
SG_METRO_36,ART00511,2023-02-12,2099-12-31
SG_METRO_28,ART00511,2026-01-20,2099-12-31
SG_REGIONAL_01,ART00511,2024-07-23,2099-12-31
SG_REGIONAL_05,ART00511,2024-01-18,2099-12-31
SG_HWY_02,ART00511,2026-03-25,2099-12-31
SG_CBD_31,ART00511,2023-01-02,2099-12-31
SG_CBD_07,ART00511,2025-05-08,2099-12-31
SG_METRO_00,ART00511,2025-05-30,2099-12-31
SG_REGIONAL_33,ART00511,2026-03-06,2099-12-31
SG_CBD_03,ART00511,2023-04-11,2099-12-31
SG_HWY_18,ART00511,2024-09-02,2099-12-31
SG_REGIONAL_29,ART00511,2025-01-05,2099-12-31
SG_HWY_34,ART00511,2023-11-10,2099-12-31
SG_HWY_26,ART00511,2025-11-30,2099-12-31
SG_METRO_12,ART00511,2026-01-17,2099-12-31
SG_HWY_10,ART00511,2025-05-28,2099-12-31
SG_CBD_35,ART00511,2023-01-31,2099-12-31
SG_CBD_11,ART00511,2025-02-11,2099-12-31
SG_METRO_24,ART00511,2023-05-17,2099-12-31
SG_HWY_22,ART00511,2023-04-10,2099-12-31
SG_CBD_27,ART00511,2025-03-06,2099-12-31
SG_HWY_26,ART00514,2023-05-22,2099-12-31
SG_REGIONAL_29,ART00514,2024-09-04,2099-12-31
SG_CBD_15,ART00514,2026-04-18,2099-12-31
SG_HWY_14,ART00514,2026-02-04,2099-12-31
SG_METRO_28,ART00514,2023-04-30,2099-12-31
SG_REGIONAL_17,ART00514,2023-10-14,2099-12-31
SG_CBD_23,ART00514,2025-01-02,2099-12-31
SG_CBD_35,ART00514,2024-03-26,2099-12-31
SG_HWY_02,ART00514,2023-02-11,2099-12-31
SG_CBD_31,ART00514,2025-11-14,2099-12-31
SG_METRO_12,ART00514,2024-07-28,2099-12-31
SG_HWY_10,ART00514,2024-02-03,2099-12-31
SG_METRO_04,ART00514,2025-09-07,2099-12-31
SG_METRO_36,ART00514,2025-03-27,2099-12-31
SG_REGIONAL_13,ART00514,2023-11-26,2099-12-31
SG_HWY_30,ART00514,2025-03-25,2099-12-31
SG_CBD_07,ART00514,2024-08-28,2099-12-31
SG_REGIONAL_25,ART00514,2024-07-05,2099-12-31
SG_REGIONAL_21,ART00514,2024-09-09,2099-12-31
SG_HWY_34,ART00514,2025-07-30,2099-12-31
SG_CBD_31,ART00515,2025-07-28,2099-12-31
SG_CBD_11,ART00515,2024-07-31,2099-12-31
SG_METRO_20,ART00515,2026-04-12,2099-12-31
SG_METRO_00,ART00515,2023-02-28,2099-12-31
SG_HWY_34,ART00515,2025-02-25,2099-12-31
SG_HWY_18,ART00515,2023-12-23,2099-12-31
SG_HWY_38,ART00515,2025-10-18,2099-12-31
SG_CBD_15,ART00515,2026-02-27,2099-12-31
SG_REGIONAL_09,ART00515,2025-02-14,2099-12-31
SG_METRO_28,ART00515,2023-01-31,2099-12-31
SG_METRO_08,ART00515,2023-11-29,2099-12-31
SG_REGIONAL_05,ART00515,2024-07-22,2099-12-31
SG_HWY_06,ART00515,2023-12-03,2099-12-31
SG_CBD_39,ART00515,2025-01-25,2099-12-31
SG_METRO_16,ART00515,2025-07-15,2099-12-31
SG_METRO_36,ART00515,2023-05-06,2099-12-31
SG_REGIONAL_01,ART00515,2024-05-04,2099-12-31
SG_REGIONAL_29,ART00515,2024-03-12,2099-12-31
SG_HWY_02,ART00515,2024-03-29,2099-12-31
SG_HWY_14,ART00515,2023-10-23,2099-12-31
SG_METRO_04,ART00515,2024-11-23,2099-12-31
SG_HWY_26,ART00515,2024-08-19,2099-12-31
SG_CBD_03,ART00515,2025-01-04,2099-12-31
SG_HWY_10,ART00515,2024-01-07,2099-12-31
SG_REGIONAL_25,ART00515,2024-03-31,2099-12-31
SG_REGIONAL_17,ART00515,2023-06-19,2099-12-31
SG_REGIONAL_13,ART00515,2024-10-21,2099-12-31
SG_CBD_27,ART00515,2026-01-06,2099-12-31
SG_CBD_35,ART00515,2023-10-13,2099-12-31
SG_CBD_23,ART00515,2025-12-11,2099-12-31
SG_HWY_30,ART00515,2025-03-03,2099-12-31
SG_HWY_22,ART00515,2024-04-08,2099-12-31
SG_REGIONAL_33,ART00515,2023-04-05,2099-12-31
SG_REGIONAL_21,ART00515,2024-07-26,2099-12-31
SG_METRO_08,ART00516,2024-08-28,2099-12-31
SG_HWY_38,ART00516,2023-11-18,2099-12-31
SG_CBD_27,ART00516,2023-10-12,2099-12-31
SG_REGIONAL_25,ART00516,2023-09-26,2099-12-31
SG_CBD_11,ART00516,2023-02-24,2099-12-31
SG_REGIONAL_05,ART00516,2024-09-10,2099-12-31
SG_METRO_28,ART00516,2023-06-28,2099-12-31
SG_HWY_10,ART00516,2025-04-14,2099-12-31
SG_HWY_06,ART00516,2025-08-08,2099-12-31
SG_CBD_15,ART00516,2026-01-14,2099-12-31
SG_CBD_11,ART00517,2024-05-13,2099-12-31
SG_CBD_07,ART00517,2024-03-09,2099-12-31
SG_HWY_22,ART00517,2025-02-04,2099-12-31
SG_CBD_15,ART00517,2024-04-07,2099-12-31
SG_CBD_39,ART00517,2025-09-29,2099-12-31
SG_REGIONAL_25,ART00517,2025-09-24,2099-12-31
SG_METRO_24,ART00517,2023-06-23,2099-12-31
SG_REGIONAL_13,ART00517,2023-05-07,2099-12-31
SG_HWY_30,ART00517,2023-01-05,2099-12-31
SG_CBD_27,ART00517,2023-04-30,2099-12-31
SG_HWY_26,ART00517,2023-02-14,2099-12-31
SG_METRO_00,ART00517,2024-01-12,2099-12-31
SG_METRO_12,ART00517,2026-04-06,2099-12-31
SG_HWY_38,ART00517,2024-11-30,2099-12-31
SG_METRO_04,ART00517,2025-05-31,2099-12-31
SG_CBD_35,ART00517,2023-07-23,2099-12-31
SG_REGIONAL_01,ART00517,2025-02-10,2099-12-31
SG_HWY_06,ART00517,2023-10-27,2099-12-31
SG_CBD_03,ART00517,2024-01-13,2099-12-31
SG_REGIONAL_29,ART00517,2024-11-28,2099-12-31
SG_HWY_18,ART00517,2025-02-10,2099-12-31
SG_REGIONAL_05,ART00517,2024-07-29,2099-12-31
SG_METRO_16,ART00517,2025-10-05,2099-12-31
SG_CBD_23,ART00517,2023-05-12,2099-12-31
SG_REGIONAL_09,ART00517,2025-11-18,2099-12-31
SG_METRO_08,ART00517,2025-01-24,2099-12-31
SG_CBD_31,ART00517,2024-12-25,2099-12-31
SG_CBD_19,ART00517,2024-09-25,2099-12-31
SG_METRO_28,ART00517,2023-01-06,2099-12-31
SG_HWY_02,ART00517,2025-07-09,2099-12-31
SG_HWY_10,ART00517,2026-04-01,2099-12-31
SG_REGIONAL_33,ART00517,2023-10-20,2099-12-31
SG_REGIONAL_37,ART00517,2024-04-09,2099-12-31
SG_HWY_14,ART00517,2023-01-01,2099-12-31
SG_METRO_32,ART00517,2024-08-08,2099-12-31
SG_HWY_34,ART00517,2024-12-05,2099-12-31
SG_METRO_20,ART00517,2024-03-20,2099-12-31
SG_REGIONAL_21,ART00517,2023-10-07,2099-12-31
SG_METRO_36,ART00517,2024-04-24,2099-12-31
SG_METRO_24,ART00518,2024-05-16,2099-12-31
SG_REGIONAL_29,ART00518,2025-06-28,2099-12-31
SG_HWY_38,ART00518,2023-01-27,2099-12-31
SG_HWY_34,ART00518,2023-08-31,2099-12-31
SG_METRO_04,ART00518,2024-08-28,2099-12-31
SG_HWY_18,ART00518,2024-12-23,2099-12-31
SG_REGIONAL_21,ART00518,2024-02-06,2099-12-31
SG_CBD_39,ART00518,2023-08-02,2099-12-31
SG_METRO_36,ART00518,2023-06-14,2099-12-31
SG_HWY_14,ART00518,2025-07-13,2099-12-31
SG_CBD_23,ART00518,2025-10-18,2099-12-31
SG_REGIONAL_09,ART00518,2025-05-26,2099-12-31
SG_CBD_27,ART00519,2023-05-03,2099-12-31
SG_REGIONAL_21,ART00519,2023-11-16,2099-12-31
SG_CBD_03,ART00519,2023-09-28,2099-12-31
SG_HWY_22,ART00519,2024-05-18,2099-12-31
SG_CBD_11,ART00519,2023-05-22,2099-12-31
SG_HWY_30,ART00519,2023-08-22,2099-12-31
SG_HWY_26,ART00519,2025-03-11,2099-12-31
SG_METRO_04,ART00519,2025-09-06,2099-12-31
SG_METRO_08,ART00519,2026-01-25,2099-12-31
SG_METRO_00,ART00519,2025-06-23,2099-12-31
SG_REGIONAL_25,ART00519,2023-02-19,2099-12-31
SG_HWY_18,ART00519,2025-03-02,2099-12-31
SG_REGIONAL_05,ART00519,2025-09-05,2099-12-31
SG_HWY_02,ART00519,2024-02-23,2099-12-31
SG_METRO_36,ART00519,2024-11-17,2099-12-31
SG_METRO_20,ART00519,2024-05-18,2099-12-31
SG_HWY_10,ART00519,2023-10-05,2099-12-31
SG_CBD_15,ART00519,2023-11-06,2099-12-31
SG_REGIONAL_33,ART00519,2024-02-11,2099-12-31
SG_REGIONAL_01,ART00519,2025-09-22,2099-12-31
SG_REGIONAL_13,ART00519,2023-09-10,2099-12-31
SG_REGIONAL_29,ART00519,2026-01-09,2099-12-31
SG_REGIONAL_37,ART00520,2023-03-01,2099-12-31
SG_REGIONAL_09,ART00520,2024-05-16,2099-12-31
SG_METRO_04,ART00520,2025-07-17,2099-12-31
SG_METRO_08,ART00520,2024-11-20,2099-12-31
SG_METRO_24,ART00520,2024-05-18,2099-12-31
SG_REGIONAL_33,ART00520,2026-03-12,2099-12-31
SG_HWY_18,ART00520,2026-01-06,2099-12-31
SG_METRO_32,ART00520,2026-03-02,2099-12-31
SG_CBD_23,ART00520,2023-11-01,2099-12-31
SG_REGIONAL_13,ART00520,2024-05-13,2099-12-31
SG_CBD_07,ART00520,2023-05-30,2099-12-31
SG_CBD_15,ART00520,2024-02-29,2099-12-31
SG_HWY_02,ART00520,2023-10-21,2099-12-31
SG_CBD_27,ART00520,2024-06-15,2099-12-31
SG_HWY_38,ART00520,2025-06-14,2099-12-31
SG_CBD_39,ART00520,2024-12-06,2099-12-31
SG_CBD_19,ART00520,2025-10-25,2099-12-31
SG_REGIONAL_25,ART00520,2025-02-17,2099-12-31
SG_HWY_06,ART00520,2025-02-17,2099-12-31
SG_METRO_00,ART00520,2024-03-03,2099-12-31
SG_REGIONAL_01,ART00520,2023-09-17,2099-12-31
SG_HWY_34,ART00521,2025-03-15,2099-12-31
SG_METRO_16,ART00521,2024-08-22,2099-12-31
SG_HWY_06,ART00521,2024-01-12,2099-12-31
SG_CBD_31,ART00521,2025-06-01,2099-12-31
SG_CBD_35,ART00521,2025-06-30,2099-12-31
SG_METRO_12,ART00521,2024-03-27,2099-12-31
SG_METRO_36,ART00521,2025-01-25,2099-12-31
SG_HWY_26,ART00521,2023-05-11,2099-12-31
SG_REGIONAL_21,ART00521,2023-10-23,2099-12-31
SG_HWY_18,ART00521,2025-09-26,2099-12-31
SG_HWY_02,ART00521,2024-01-10,2099-12-31
SG_METRO_28,ART00521,2024-07-26,2099-12-31
SG_HWY_10,ART00521,2024-10-09,2099-12-31
SG_REGIONAL_37,ART00521,2024-12-08,2099-12-31
SG_HWY_38,ART00521,2024-03-27,2099-12-31
SG_METRO_04,ART00521,2024-05-24,2099-12-31
SG_REGIONAL_01,ART00521,2025-09-28,2099-12-31
SG_CBD_03,ART00521,2025-01-18,2099-12-31
SG_HWY_22,ART00521,2025-03-14,2099-12-31
SG_METRO_08,ART00521,2024-10-05,2099-12-31
SG_METRO_00,ART00521,2025-03-01,2099-12-31
SG_CBD_39,ART00521,2025-08-19,2099-12-31
SG_CBD_11,ART00521,2025-04-21,2099-12-31
SG_REGIONAL_05,ART00521,2024-06-16,2099-12-31
SG_REGIONAL_13,ART00521,2025-12-19,2099-12-31
SG_METRO_32,ART00522,2025-02-23,2099-12-31
SG_HWY_18,ART00522,2025-12-29,2099-12-31
SG_REGIONAL_37,ART00522,2024-11-14,2099-12-31
SG_CBD_27,ART00522,2023-08-13,2099-12-31
